detail_url,loc,nick,price,sales,title
https://click.simba.taobao.com/cc_im?p=%D1%C0%B8%E0&s=1224926120&k=621&e=5MsAMLWJSrk1qyPyOv16dE6Znb8fCPEows5QTl8%2BVCj%2BaqjnVX5uncQsfKE6cZvuMTF3wxalULS2MXG497qngI%2BKouVhPHQ9q5GcpYipbws7ecyIWfOd6R0Y7pgvcr2RAoo8A3RXVXqDnXpdGQJRHGaABW%2BGcy6t35klJi%2B9%2Ff1cHxIQrZsyJjcY%2Bv2qKM%2FZBHglGZbteyQW2pqmqzWU1S2mvfnBuYQ5bxHxXcXdfW9HsHsXZ7HG2pmIdpEarthxxC8ulKdE1mDZ9Vjzucv3srSvhmkiW%2BByoeqtSqqxQTLbu7ngZt82aBpXNaOXRBt%2FoA9QkdyTYZXVjAQImH%2BGkywtCAn8OX4ACQapeOyKYkBnwOQZ102zQUAll1V7NIKD0BvWbHOsbJ2c%2BKnzoVw2TcVziMzB2wuvDUb%2FijHHLvofThw11JFtHH%2Bqns69kaeGbj5Rn1CV4kvBEd9IClrFLNuI5ux8nEHQxaCw5BK5aZaskcRtwkv3hb7RQrrxSCt82PCl81apRV5gHo1ntjf8WJz4qfOhXDZN95yvtzC3tA8g30qbgugpG0iO%2B5Wb5zC2S8d837nmo8cfSVw%2Bpzhme1%2BgrvFcs9Fs0ipBnSvqmR4%3D#detail,广东 惠州,安安国际金纯直销店,15.00,1人付款,布兰氏早晚植物酵素牙膏去口气去烟渍茶渍美
https://click.simba.taobao.com/cc_im?p=%D1%C0%B8%E0&s=1224926120&k=621&e=BJxDbKukTYc1qyPyOv16dE6Znb8fCPEows5QTl8%2BVCj%2BaqjnVX5uncQsfKE6cZvuMTF3wxalULTBeGh6vmGXKcT%2F7aHLHjEhq5GcpYipbws7ecyIWfOd6R0Y7pgvcr2RAoo8A3RXVXqDnXpdGQJRHGaABW%2BGcy6t35klJi%2B9%2Ff1cHxIQrZsyJjcY%2Bv2qKM%2FZBHglGZbteyQW2pqmqzWU1S2mvfnBuYQ5bxHxXcXdfW9HsHsXZ7HG2pmIdpEarthxxC8ulKdE1mDZ9Vjzucv3srSvhmkiW%2BByoeqtSqqxQTLbu7ngZt82aBpXNaOXRBt%2FoA9QkdyTYZXVjAQImH%2BGkywtCAn8OX4ACQapeOyKYkBnwOQZ102zQUAll1V7NIKDf9ce3J%2B6QkwQRfwmWtBGruoAtNSeuwgCgKlSm5B1iRbr4NOyGAvZmI0l7ThX1erOhq18E8FdN9uNfEbnUhh5i9uI5ux8nEHQS3HCQkIRmw6bMr%2BhtcxADhg%2BjWIIGheli08u7yIsfTjGT5UKOYiuVPygl1vccmPqsW1s1WMfPbXbtBVIw1t%2FFOO5nmCSL3B1HHyG2k34pkBiX0lNATHmqZh2NbaWE%2FZNDm9JmrxAgUU%3D,广东 广州,健得乐旗舰店,139.00,1人付款,健得乐骆驼奶牙膏
https://click.simba.taobao.com/cc_im?p=%D1%C0%B8%E0&s=1224926120&k=729&e=plqdholRXzw1qyPyOv16dE6Znb8fCPEows5QTl8%2BVCj%2BaqjnVX5uncQsfKE6cZvuMTF3wxalULR68tI%2F7s1rokrJs2Ij9H0fp%2FXmnnyWM007ecyIWfOd6R0Y7pgvcr2RAoo8A3RXVXqDnXpdGQJRHGaABW%2BGcy6t35klJi%2B9%2Ff1cHxIQrZsyJjcY%2Bv2qKM%2FZBHglGZbteyQW2pqmqzWU1S2mvfnBuYQ5bxHxXcXdfW9HsHsXZ7HG2pmIdpEarthxxC8ulKdE1mDZ9Vjzucv3srSvhmkiW%2BByoeqtSqqxQTLbu7ngZt82aBpXNaOXRBt%2FoA9QkdyTYZXVjAQImH%2BGkywtCAn8OX4AMmxPAFT106BQQ8rEfr2wV93bB8XP67fWY3vZMzcJvhozxPc8Tmn3WDyFPMim0iqmQQCsWDuUC7U4fz6m1ZUv87cOnH9itEgtFvIZnOfx%2FWMCb3nbvi17bG9%2FMMW%2FPqL6wocPgAMTIbka5atuvtJV%2BL33n38eBLrPMa%2FjVnnAI%2FYRcLQ6mwumMuH%2BrCcLK6YrGD6NYggaF6WLTy7vIix9OL5e363ZaoPOtw6cf2K0SC0jj4j4x%2B%2BWRQtmuGfOUxQzLC0ICfw5fgDOK9DUdm%2FBoZyN7rxGoili73uBN%2Fi6uGl2RqGEgiwSit7SagkP3EPsa7J3RSXPtflQ%2BPzsm4lZudroQdun6hKbUP6CYcHIRsUaQvz3g78IOQ%3D%3D#detail,重庆,huaxianglili520,30.00,20人付款,治口臭去口气祛口臭口腔异味牙膏迈克洁去渍
//detail.tmall.com/item.htm?id=585815243578&ns=1&abbucket=15,浙江 宁波,舒客艾迷专卖店,29.90,1118人付款,【小红书同款】舒客舒克酵素美白牙膏去黄去口臭口气清新家庭装
//detail.tmall.com/item.htm?id=588060459276&ns=1&abbucket=15,上海,欧美斯居家日用专营店,12.90,2002人付款,【送杯子牙刷】黑人牙膏超白竹炭1支 套装美白去黄口臭旗舰店官方
//detail.tmall.com/item.htm?id=565712252631&ns=1&abbucket=15,上海,jordan母婴旗舰店,59.00,503人付款,Jordan进口防蛀防龋婴幼儿童树莓牙膏0-1-2-3-5-6+岁小孩宝宝2支
//detail.tmall.com/item.htm?id=565789388462&ns=1&abbucket=15,上海,elmex官方旗舰店,114.90,290人付款,原装进口elmex0-6岁防蛀儿童牙膏50ml*3
//detail.tmall.com/item.htm?id=37210533130&ns=1&abbucket=15,广东 广州,两面针旗舰店,59.90,236人付款,两面针中药消痛消肿牙膏牙龈出血牙周肿痛反复性牙痛牙疼牙膏
//item.taobao.com/item.htm?id=572663787848&ns=1&abbucket=15#detail,江苏 苏州,悦心悦目333,68.00,1405人付款,avecmoi海洋之风益生菌牙膏 成人去口气清新口臭清洁口腔异味正品
//detail.tmall.com/item.htm?id=559177867829&ns=1&abbucket=15,广东 广州,哲升居家日用专营店,29.80,1241人付款,舒客舒克亮白牙膏牙刷去黄去口臭口气清新家用11件家庭实惠装套装
//detail.tmall.com/item.htm?id=559496210113&ns=1&abbucket=15,浙江 宁波,宇洁家居专营店,39.90,665人付款,舒客舒克液体牙膏按压式美白去黄去烟渍口气清新成人男士女士专用
//detail.tmall.com/item.htm?id=592118036379&ns=1&abbucket=15,上海,狮王官方旗舰店,69.90,320人付款,LION/狮王 日本进口牙膏 WHITE&WHITE美白牙膏150g*3支 亮白牙齿
//detail.tmall.com/item.htm?id=582179605339&ns=1&abbucket=15,广东 广州,舒客蕊美专卖店,39.80,553人付款,舒客舒克白牙素洁白牙齿口气清新去口臭男女无氟牙膏去黄烟渍包邮
//detail.tmall.com/item.htm?id=587045173211&ns=1&abbucket=15,山东 济南,舒客秋猛专卖店,79.90,264人付款,舒客舒克按压式牙膏清新口气液体美白去黄去口臭家庭装250g*3支
//detail.tmall.com/item.htm?id=593441332337&ns=1&abbucket=15,江苏 苏州,片仔癀口腔护理旗舰店,99.90,321人付款,片仔癀牙膏组合4支装620g 清新口气去除异味清火缓解牙龈出血肿胀
//detail.tmall.com/item.htm?id=592016152524&ns=1&abbucket=15,广东 东莞,嘉禾家居旗舰店,114.90,7500+人付款,嘉禾牙膏 专业早晚美白牙膏去黄去烟渍口气清新去口臭洁牙护龈
//detail.tmall.com/item.htm?id=555545099282&ns=1&abbucket=15,上海,贻懿家居专营店,11.90,3291人付款,黑人牙膏双重薄荷牙膏120g/175g/225g清新口气去牙渍官网旗舰牙膏
//item.taobao.com/item.htm?id=592618938678&ns=1&abbucket=15#detail,广东 梅州,天航大健康生物科技,88.00,3490人付款,溃舒灵植物多肽牙膏 口腔抑菌膏 舒缓口腔 牙齿牙龈牙周护理牙膏
//detail.tmall.com/item.htm?id=555171442599&ns=1&abbucket=15,德国,sparllo官方海外旗舰店,149.00,216人付款,elmex儿童牙膏0-6德国进口1婴儿2宝宝3可吞咽4防蛀5含氟12食用岁
//detail.tmall.com/item.htm?id=43115127890&ns=1&abbucket=15,广东 广州,洁灵旗舰店,70.00,223人付款,洁灵改善多种牙龈出血问题牙膏2支 适用刷牙出血牙龈牙周上火肿痛
//detail.tmall.com/item.htm?id=35041011322&ns=1&abbucket=15,广东 深圳,宝肤灵居家日用专营店,38.00,977人付款,康齿宁丁硼乳膏70g*5支装 康此宁丁鹏口腔牙周牙龈肿出血祛味牙膏
//detail.tmall.com/item.htm?id=539866817989&ns=1&abbucket=15,浙江 杭州,lg生活健康个护海外旗舰店,109.00,420人付款,韩国LG倍瑞傲派缤纷水果口味按压式牙膏285g*3赠牙刷*2 广州保税
//detail.tmall.com/item.htm?id=594665528131&ns=1&abbucket=15,上海,联合利华官方旗舰店,64.90,88人付款,联合利华中华牙膏魔丽迅白薄荷味清新口气官方正品100g*5
//detail.tmall.com/item.htm?id=587186642529&ns=1&abbucket=15,上海,宝洁官方旗舰店,79.90,215人付款,oral-b/欧乐b抗敏感舒敏泡泡牙膏家庭装健龈护齿清新口气宝洁正品
//detail.tmall.com/item.htm?id=26985876355&ns=1&abbucket=15,江苏 苏州,ora2皓乐齿旗舰店,32.80,730人付款,日本进口ora2皓乐齿亮白净色牙膏鲜桃薄荷味140g去除牙垢清新口腔
//detail.tmall.com/item.htm?id=575229960716&ns=1&abbucket=15,浙江 杭州,天猫国际进口超市,99.00,468人付款,【直营】10支装 日本进口花王KAO防蛀固齿药用美白牙膏165g
//detail.tmall.com/item.htm?id=580046001042&ns=1&abbucket=15,福建 漳州,片仔癀第九区专卖店,39.90,1056人付款,片仔癀牙膏265g清牙火去黄去口臭旗舰店官网正品家庭实惠装片子黄
//detail.tmall.com/item.htm?id=588952525264&ns=1&abbucket=15,上海,lg生活健康旗舰店,99.00,95人付款,【新品热卖】韩国进口LG倍瑞傲派缤牙膏按压式家用樱花系列285g*2
//detail.tmall.com/item.htm?id=594818917756&ns=1&abbucket=15,广东 广州,时达乐旗舰店,39.90,1104人付款,时达乐植萃美白牙膏女  亮白牙膏女去口臭去黄去牙渍 时达乐牙膏
//detail.tmall.com/item.htm?id=578029883673&ns=1&abbucket=15,台湾 台北,costco海外旗舰店,179.00,156人付款,SENSODYNE 敏感性牙膏洁白配方184g*4入 Costco直营
//detail.tmall.com/item.htm?id=533679089823&ns=1&abbucket=15,广东 广州,两面针旗舰店,39.90,361人付款,两面针超级飞侠儿童牙膏可吞咽2-3-6-12岁换牙期水果味防蛀牙膏
//detail.tmall.com/item.htm?id=556388887138&ns=1&abbucket=15,江苏 苏州,darlie黑人旗舰店,59.90,42人付款,黑人牙膏 梦幻花园牙膏礼盒 清洁口气去黄 防蛀固齿 清新
//detail.tmall.com/item.htm?id=579502864536&ns=1&abbucket=15,江苏 苏州,darlie黑人旗舰店,55.90,96人付款,黑人牙膏 专研亮白清新牙膏4支装黑人牙膏旗舰店官方
//detail.tmall.com/item.htm?id=2252294794&ns=1&abbucket=15,云南 昆明,云南白药旗舰店,20.80,76人付款,云南白药牙膏 留兰香型 清口气 减轻牙龈问题 保护牙齿 养护牙龈
//detail.tmall.com/item.htm?id=18590821556&ns=1&abbucket=15,云南 昆明,云南白药旗舰店,31.80,28人付款,云南白药牙膏 薄荷香型 减轻牙龈问题 养护牙龈 保护牙齿 清口气
//detail.tmall.com/item.htm?id=40270808922&ns=1&abbucket=15,上海,天猫超市,27.90,1197人付款,黑人牙膏专研护龈120g清洁护龈清新口气防牙龈出血红肿对抗口气
//detail.tmall.com/item.htm?id=569974444863&ns=1&abbucket=15,上海,天猫超市,52.00,664人付款,云南白药儿童牙膏6-12岁换牙期益生菌防蛀可吞咽清香薄荷60g正品
//detail.tmall.com/item.htm?id=568388760831&ns=1&abbucket=15,上海,天猫超市,64.90,2570人付款,黑人牙膏桃柠喜欢套装透心爽柠檬冰桃含漱口水成分口气清新随机发
//detail.tmall.com/item.htm?id=12424933809&ns=1&abbucket=15,上海,天猫超市,9.90,8000+人付款,黑人牙膏透心爽柠檬120g去牙菌斑护牙龈防蛀固齿清新含漱口水成份
//detail.tmall.com/item.htm?id=551897413211&ns=1&abbucket=15,上海,天猫超市,38.00,4638人付款,新西兰进口RED SEAL/红印小苏打牙膏100g牙齿美白去黄去渍去口气
//detail.tmall.com/item.htm?id=583865102608&ns=1&abbucket=15,云南 昆明,云南白药牙膏官方旗舰店,62.00,280人付款,云南白药牙膏留兰香型家庭装减轻牙龈出血清新口气3支共300g
//detail.tmall.com/item.htm?id=556066217699&ns=1&abbucket=15,云南 昆明,云南白药牙膏官方旗舰店,53.40,304人付款,云南白药 金口健益优清牙膏 激爽薄荷清新口气去异味 145g*3
//detail.tmall.com/item.htm?id=20366168834&ns=1&abbucket=15,广东 广州,中美史克官方旗舰店,49.00,375人付款,陈伟霆同款舒适达专业修复抗敏感牙膏100g单支护龈缓解牙敏感清洁
//detail.tmall.com/item.htm?id=522585552694&ns=1&abbucket=15,上海,狮王官方旗舰店,99.00,163人付款,LION/狮王 齿力佳进口酵素美白牙膏酵素健齿牙膏组合装130g*4支
